forecast_date,generated_at,SensorID,District,Latitude,Longitude,Muhit_harorat (C),Shamol_tezligi (km/h),Chastota (Hz),Kuchlanish (V),Vibratsiya,Sim_mexanik_holati (%),Atrof_muhit_humidity (%),Quvvati (kW),Fault_predicted,Fault_probability
2026-05-13,2026-05-11 17:17:10,S0556,Olmazor,41.367058,69.240524,39.2,2.6,50.47,222.0,0.3434,87.2,63.2,2.64,0,0.0235
2026-05-14,2026-05-11 17:17:10,S0556,Olmazor,41.367058,69.240524,40.6,5.3,50.38,220.3,0.2615,87.0,52.5,2.91,1,0.3735
2026-05-15,2026-05-11 17:17:10,S0556,Olmazor,41.367058,69.240524,37.1,5.9,50.6,224.5,0.4388,87.6,56.8,2.22,1,0.3735
2026-05-16,2026-05-11 17:17:10,S0556,Olmazor,41.367058,69.240524,41.0,3.5,50.57,222.9,0.3278,86.7,53.3,2.52,1,0.3735
2026-05-17,2026-05-11 17:17:10,S0556,Olmazor,41.367058,69.240524,38.2,5.9,50.68,219.4,0.4061,86.3,57.1,2.06,1,0.3735
2026-05-18,2026-05-11 17:17:10,S0556,Olmazor,41.367058,69.240524,39.9,4.1,50.62,214.6,0.3896,88.0,55.2,1.18,1,0.3735
2026-05-12,2026-05-11 17:17:10,S0557,Olmazor,41.356306,69.266215,33.4,7.3,50.72,208.3,0.5785,85.8,55.5,3.89,1,0.3816
2026-05-13,2026-05-11 17:17:10,S0557,Olmazor,41.356306,69.266215,30.5,7.5,50.71,203.3,0.6928,85.1,50.1,4.03,1,0.3816
2026-05-14,2026-05-11 17:17:10,S0557,Olmazor,41.356306,69.266215,32.4,8.1,50.6,206.5,0.5917,87.9,47.4,4.11,1,0.3816
2026-05-15,2026-05-11 17:17:10,S0557,Olmazor,41.356306,69.266215,32.1,7.0,50.77,209.9,0.5128,85.3,44.7,4.15,1,0.3816
2026-05-16,2026-05-11 17:17:10,S0557,Olmazor,41.356306,69.266215,30.9,6.2,50.87,207.4,0.7625,88.0,36.0,4.2,1,0.3816
2026-05-17,2026-05-11 17:17:10,S0557,Olmazor,41.356306,69.266215,28.1,6.4,50.85,210.4,0.6675,83.2,37.4,3.96,1,0.3816
2026-05-18,2026-05-11 17:17:10,S0557,Olmazor,41.356306,69.266215,25.2,7.0,50.68,205.8,0.7144,88.8,36.1,4.18,1,0.3816
2026-05-12,2026-05-11 17:17:10,S0558,Olmazor,41.333162,69.265856,27.8,2.4,49.45,229.7,0.7035,95.1,73.1,5.85,2,0.7285
2026-05-13,2026-05-11 17:17:10,S0558,Olmazor,41.333162,69.265856,30.5,2.7,49.32,230.3,0.7554,88.8,71.3,5.86,2,0.7285
2026-05-14,2026-05-11 17:17:10,S0558,Olmazor,41.333162,69.265856,28.4,1.2,49.26,228.6,0.6354,94.1,67.2,5.94,2,0.7285
2026-05-15,2026-05-11 17:17:10,S0558,Olmazor,41.333162,69.265856,26.1,3.4,49.07,227.4,0.823,89.7,66.9,6.0,2,0.7285
2026-05-16,2026-05-11 17:17:10,S0558,Olmazor,41.333162,69.265856,27.8,1.9,49.19,230.9,0.7117,90.1,55.6,6.4,2,0.7285
2026-05-17,2026-05-11 17:17:10,S0558,Olmazor,41.333162,69.265856,24.0,3.8,49.27,232.7,0.5441,85.0,59.0,5.81,2,0.7285
2026-05-18,2026-05-11 17:17:10,S0558,Olmazor,41.333162,69.265856,22.7,1.6,49.49,232.2,0.8219,86.3,54.8,6.28,2,0.7285
2026-05-12,2026-05-11 17:17:10,S0559,Olmazor,41.392979,69.21643,30.2,9.0,49.74,231.4,0.4283,90.7,95.0,3.04,1,0.3853
2026-05-13,2026-05-11 17:17:10,S0559,Olmazor,41.392979,69.21643,35.1,6.8,49.69,225.2,0.479,89.2,94.0,2.65,1,0.3853
2026-05-14,2026-05-11 17:17:10,S0559,Olmazor,41.392979,69.21643,30.8,8.4,49.64,226.2,0.4007,89.0,95.0,3.15,1,0.3853
2026-05-15,2026-05-11 17:17:10,S0559,Olmazor,41.392979,69.21643,28.1,8.3,49.64,226.9,0.4097,88.9,95.0,3.01,1,0.3853
2026-05-16,2026-05-11 17:17:10,S0559,Olmazor,41.392979,69.21643,28.2,11.2,49.56,226.2,0.588,88.0,95.0,2.88,1,0.3853
2026-05-17,2026-05-11 17:17:10,S0559,Olmazor,41.392979,69.21643,33.4,9.7,49.6,225.7,0.4854,85.7,95.0,3.33,1,0.3853
2026-05-18,2026-05-11 17:17:10,S0559,Olmazor,41.392979,69.21643,27.9,6.5,49.35,229.5,0.4942,88.8,91.5,3.2,1,0.3853
2026-05-12,2026-05-11 17:17:10,S0560,Olmazor,41.341101,69.27022,11.7,6.6,49.74,218.2,0.1376,86.8,55.8,3.15,0,0.0315
2026-05-13,2026-05-11 17:17:10,S0560,Olmazor,41.341101,69.27022,12.9,5.6,49.85,223.9,0.01,82.4,58.2,3.88,1,0.3815
2026-05-14,2026-05-11 17:17:10,S0560,Olmazor,41.341101,69.27022,15.4,6.8,49.62,227.9,0.0444,84.9,52.8,3.73,1,0.3815
2026-05-15,2026-05-11 17:17:10,S0560,Olmazor,41.341101,69.27022,9.6,4.9,49.64,223.4,0.0138,82.1,51.7,3.38,1,0.3815
2026-05-16,2026-05-11 17:17:10,S0560,Olmazor,41.341101,69.27022,10.6,8.0,49.71,230.0,0.01,82.7,50.9,3.52,1,0.3815
2026-05-17,2026-05-11 17:17:10,S0560,Olmazor,41.341101,69.27022,11.6,6.8,49.58,231.1,0.0445,85.9,51.7,3.59,1,0.3815
2026-05-18,2026-05-11 17:17:10,S0560,Olmazor,41.341101,69.27022,10.3,5.2,49.8,238.1,0.01,85.7,45.8,3.67,1,0.3815
2026-05-12,2026-05-11 17:17:10,S0561,Olmazor,41.336364,69.257812,30.0,7.3,50.55,215.6,0.4932,87.4,60.8,3.94,1,0.3699
2026-05-13,2026-05-11 17:17:10,S0561,Olmazor,41.336364,69.257812,34.3,7.1,50.38,217.7,0.3918,85.0,67.0,4.35,0,0.0199
2026-05-14,2026-05-11 17:17:10,S0561,Olmazor,41.336364,69.257812,34.6,6.8,50.53,220.3,0.5155,84.4,73.3,3.52,1,0.3699
2026-05-15,2026-05-11 17:17:10,S0561,Olmazor,41.336364,69.257812,37.4,5.7,50.44,221.1,0.3821,87.2,65.8,3.87,0,0.0199
2026-05-16,2026-05-11 17:17:10,S0561,Olmazor,41.336364,69.257812,32.5,6.6,50.37,220.1,0.4288,83.4,71.1,3.87,1,0.3699
2026-05-17,2026-05-11 17:17:10,S0561,Olmazor,41.336364,69.257812,33.7,5.5,50.35,217.1,0.4802,82.0,68.2,4.43,1,0.3699
2026-05-18,2026-05-11 17:17:10,S0561,Olmazor,41.336364,69.257812,41.2,7.6,50.37,222.8,0.4556,81.0,84.7,4.15,1,0.3699
2026-05-12,2026-05-11 17:17:10,S0562,Olmazor,41.36142,69.257626,23.0,4.1,49.53,223.8,0.3722,98.9,62.1,3.78,0,0.0277
2026-05-13,2026-05-11 17:17:10,S0562,Olmazor,41.36142,69.257626,20.8,4.9,49.62,228.2,0.4354,99.2,56.8,4.94,0,0.0277
2026-05-14,2026-05-11 17:17:10,S0562,Olmazor,41.36142,69.257626,21.9,5.8,49.54,221.6,0.4631,99.1,52.3,3.79,0,0.0277
2026-05-15,2026-05-11 17:17:10,S0562,Olmazor,41.36142,69.257626,21.8,3.9,49.67,229.3,0.374,100.0,60.1,3.84,0,0.0277
2026-05-16,2026-05-11 17:17:10,S0562,Olmazor,41.36142,69.257626,20.1,4.8,49.67,226.1,0.4611,100.0,51.5,3.97,0,0.0277
2026-05-17,2026-05-11 17:17:10,S0562,Olmazor,41.36142,69.257626,20.8,3.2,49.54,228.4,0.3703,100.0,51.1,3.46,0,0.0277
2026-05-18,2026-05-11 17:17:10,S0562,Olmazor,41.36142,69.257626,18.6,6.3,49.58,222.8,0.4874,100.0,41.5,3.97,0,0.0277
2026-05-12,2026-05-11 17:17:10,S0563,Olmazor,41.392077,69.262715,33.5,2.4,50.25,210.9,0.5313,98.3,51.1,4.18,0,0.0182
2026-05-13,2026-05-11 17:17:10,S0563,Olmazor,41.392077,69.262715,37.8,2.1,50.37,212.6,0.4072,98.7,47.2,3.58,0,0.0182
2026-05-14,2026-05-11 17:17:10,S0563,Olmazor,41.392077,69.262715,34.4,2.6,50.46,209.3,0.4229,98.0,49.6,3.68,1,0.3682
2026-05-15,2026-05-11 17:17:10,S0563,Olmazor,41.392077,69.262715,34.3,1.3,50.34,211.3,0.538,99.8,44.6,3.92,0,0.0182
2026-05-16,2026-05-11 17:17:10,S0563,Olmazor,41.392077,69.262715,38.5,1.8,50.4,211.5,0.4703,98.9,51.5,4.17,0,0.0182
2026-05-17,2026-05-11 17:17:10,S0563,Olmazor,41.392077,69.262715,37.5,0.9,50.41,210.2,0.6311,100.0,42.5,3.91,0,0.0182
2026-05-18,2026-05-11 17:17:10,S0563,Olmazor,41.392077,69.262715,37.0,2.2,50.44,210.1,0.5068,100.0,41.5,3.94,0,0.0182
2026-05-12,2026-05-11 17:17:10,S0564,Olmazor,41.346008,69.218112,28.9,7.7,49.65,213.5,0.2519,83.6,85.1,2.14,1,0.3757
2026-05-13,2026-05-11 17:17:10,S0564,Olmazor,41.346008,69.218112,33.5,6.8,49.55,219.2,0.1259,84.5,83.0,1.86,1,0.3757
2026-05-14,2026-05-11 17:17:10,S0564,Olmazor,41.346008,69.218112,30.6,8.8,49.48,216.0,0.2757,85.0,88.9,1.64,1,0.3757
2026-05-15,2026-05-11 17:17:10,S0564,Olmazor,41.346008,69.218112,31.2,9.2,49.59,211.0,0.1769,80.1,91.6,1.51,1,0.3757
2026-05-16,2026-05-11 17:17:10,S0564,Olmazor,41.346008,69.218112,30.0,7.8,49.57,212.2,0.1117,83.5,95.0,1.69,1,0.3757
2026-05-17,2026-05-11 17:17:10,S0564,Olmazor,41.346008,69.218112,29.3,7.5,49.56,209.8,0.076,81.8,93.6,1.63,1,0.3757
2026-05-18,2026-05-11 17:17:10,S0564,Olmazor,41.346008,69.218112,29.9,9.0,49.41,213.2,0.0425,77.5,95.0,2.07,1,0.3757
2026-05-12,2026-05-11 17:17:10,S0565,Olmazor,41.339396,69.268089,20.4,17.1,49.73,231.8,0.4867,83.4,48.3,2.51,1,0.3791
2026-05-13,2026-05-11 17:17:10,S0565,Olmazor,41.339396,69.268089,18.6,16.4,49.37,236.5,0.6338,85.3,62.3,2.63,1,0.3791
2026-05-14,2026-05-11 17:17:10,S0565,Olmazor,41.339396,69.268089,18.7,17.2,49.61,241.5,0.609,84.0,50.6,2.23,2,0.7291
2026-05-15,2026-05-11 17:17:10,S0565,Olmazor,41.339396,69.268089,16.4,15.5,49.46,238.2,0.6703,79.9,58.1,2.31,1,0.3791
2026-05-16,2026-05-11 17:17:10,S0565,Olmazor,41.339396,69.268089,17.4,15.9,49.56,240.9,0.6655,81.0,46.1,2.49,2,0.7291
2026-05-17,2026-05-11 17:17:10,S0565,Olmazor,41.339396,69.268089,16.6,13.1,49.32,241.0,0.6902,81.2,50.0,2.31,2,0.7291
2026-05-18,2026-05-11 17:17:10,S0565,Olmazor,41.339396,69.268089,13.5,14.2,49.37,245.0,0.5685,82.0,56.1,2.41,2,0.7291
2026-05-12,2026-05-11 17:17:10,S0566,Olmazor,41.357157,69.267358,29.3,11.6,50.11,223.6,0.9386,93.1,72.2,5.29,1,0.3822
2026-05-13,2026-05-11 17:17:10,S0566,Olmazor,41.357157,69.267358,28.9,11.4,50.06,226.6,0.5298,94.4,72.3,5.46,1,0.3822
2026-05-14,2026-05-11 17:17:10,S0566,Olmazor,41.357157,69.267358,28.7,13.8,50.11,229.8,0.5792,93.2,60.0,5.54,2,0.7322
2026-05-15,2026-05-11 17:17:10,S0566,Olmazor,41.357157,69.267358,31.4,12.0,49.95,228.8,0.7382,94.8,55.6,5.25,1,0.3822
2026-05-16,2026-05-11 17:17:10,S0566,Olmazor,41.357157,69.267358,29.0,13.4,50.0,226.4,0.7139,94.8,57.4,5.62,2,0.7322
2026-05-17,2026-05-11 17:17:10,S0566,Olmazor,41.357157,69.267358,29.5,14.1,49.98,232.0,0.7156,90.6,58.9,5.65,2,0.7322
2026-05-18,2026-05-11 17:17:10,S0566,Olmazor,41.357157,69.267358,31.5,14.5,49.87,228.3,0.6531,93.1,59.2,5.1,1,0.3822
2026-05-12,2026-05-11 17:17:10,S0567,Olmazor,41.377035,69.287002,42.1,10.2,50.28,210.9,0.8032,93.0,67.3,3.56,1,0.3894
2026-05-13,2026-05-11 17:17:10,S0567,Olmazor,41.377035,69.287002,43.5,10.1,50.15,212.4,0.7566,91.0,72.0,4.0,1,0.3894
2026-05-14,2026-05-11 17:17:10,S0567,Olmazor,41.377035,69.287002,41.7,9.9,50.13,211.6,0.677,88.8,61.0,3.84,1,0.3894
2026-05-15,2026-05-11 17:17:10,S0567,Olmazor,41.377035,69.287002,46.2,8.9,50.13,216.2,0.7807,90.3,64.8,3.85,2,0.7394
2026-05-16,2026-05-11 17:17:10,S0567,Olmazor,41.377035,69.287002,49.1,11.8,50.16,214.5,0.7736,88.2,74.9,3.94,2,0.7394
2026-05-17,2026-05-11 17:17:10,S0567,Olmazor,41.377035,69.287002,49.3,10.6,50.11,212.4,0.773,92.4,75.0,4.07,2,0.7394
2026-05-18,2026-05-11 17:17:10,S0567,Olmazor,41.377035,69.287002,50.8,11.2,50.16,211.4,0.7558,91.1,76.2,4.1,2,0.7394
2026-05-12,2026-05-11 17:17:10,S0568,Olmazor,41.373251,69.24367,38.6,13.3,50.74,224.9,1.0407,86.6,57.6,4.16,1,0.3852
2026-05-13,2026-05-11 17:17:10,S0568,Olmazor,41.373251,69.24367,35.6,14.8,50.67,226.8,1.0919,85.3,60.7,4.35,1,0.3852
2026-05-14,2026-05-11 17:17:10,S0568,Olmazor,41.373251,69.24367,37.2,8.9,50.42,222.2,1.0118,80.8,70.5,4.3,1,0.3852
2026-05-15,2026-05-11 17:17:10,S0568,Olmazor,41.373251,69.24367,41.1,12.4,50.54,225.1,1.1129,86.9,68.3,4.69,1,0.3852
2026-05-16,2026-05-11 17:17:10,S0568,Olmazor,41.373251,69.24367,41.4,11.4,50.59,222.8,1.0597,83.4,64.5,4.5,1,0.3852
2026-05-17,2026-05-11 17:17:10,S0568,Olmazor,41.373251,69.24367,40.4,12.5,50.55,225.9,1.2401,83.0,59.2,4.82,1,0.3852
2026-05-18,2026-05-11 17:17:10,S0568,Olmazor,41.373251,69.24367,33.8,10.0,50.54,222.2,1.0466,81.7,66.0,5.39,1,0.3852
2026-05-12,2026-05-11 17:17:10,S0569,Olmazor,41.358819,69.273707,29.5,13.1,50.26,210.9,0.2124,86.4,72.3,2.43,0,0.0232
2026-05-13,2026-05-11 17:17:10,S0569,Olmazor,41.358819,69.273707,27.4,11.6,49.95,212.5,0.2229,83.2,74.6,2.89,1,0.3732
2026-05-14,2026-05-11 17:17:10,S0569,Olmazor,41.358819,69.273707,26.5,12.0,50.05,208.6,0.3106,84.2,73.9,3.06,1,0.3732
2026-05-15,2026-05-11 17:17:10,S0569,Olmazor,41.358819,69.273707,28.0,13.7,50.05,207.7,0.1954,82.5,73.4,3.04,1,0.3732
2026-05-16,2026-05-11 17:17:10,S0569,Olmazor,41.358819,69.273707,25.6,13.7,50.09,204.6,0.01,82.5,64.6,3.14,1,0.3732
2026-05-17,2026-05-11 17:17:10,S0569,Olmazor,41.358819,69.273707,27.2,13.3,50.05,208.3,0.01,82.4,63.5,3.24,1,0.3732
2026-05-18,2026-05-11 17:17:10,S0569,Olmazor,41.358819,69.273707,28.3,10.4,50.11,210.7,0.1201,80.9,69.5,3.51,1,0.3732
2026-05-12,2026-05-11 17:17:10,S0570,Olmazor,41.334457,69.282983,39.4,8.3,50.11,226.1,0.5331,99.0,76.9,2.15,0,0.0317
2026-05-13,2026-05-11 17:17:10,S0570,Olmazor,41.334457,69.282983,36.2,7.2,50.16,224.4,0.3505,97.5,76.4,2.47,0,0.0317
2026-05-14,2026-05-11 17:17:10,S0570,Olmazor,41.334457,69.282983,38.9,7.2,50.12,220.9,0.5535,97.9,64.4,2.18,0,0.0317
2026-05-15,2026-05-11 17:17:10,S0570,Olmazor,41.334457,69.282983,39.8,8.1,50.09,219.9,0.3431,97.2,68.6,1.9,0,0.0317
2026-05-16,2026-05-11 17:17:10,S0570,Olmazor,41.334457,69.282983,35.7,8.0,50.14,220.4,0.4248,96.2,62.5,2.01,0,0.0317
2026-05-17,2026-05-11 17:17:10,S0570,Olmazor,41.334457,69.282983,36.2,5.3,50.11,219.0,0.5065,98.9,64.4,2.53,0,0.0317
2026-05-18,2026-05-11 17:17:10,S0570,Olmazor,41.334457,69.282983,39.8,5.8,50.2,218.1,0.4759,100.0,58.2,2.12,0,0.0317
2026-05-12,2026-05-11 17:17:10,S0571,Olmazor,41.356683,69.265754,30.6,6.2,50.24,222.6,0.5832,92.1,49.7,3.87,0,0.0352
2026-05-13,2026-05-11 17:17:10,S0571,Olmazor,41.356683,69.265754,32.6,8.0,50.31,225.0,0.6822,90.6,54.2,3.9,0,0.0352
2026-05-14,2026-05-11 17:17:10,S0571,Olmazor,41.356683,69.265754,29.5,9.7,50.28,219.4,0.6998,90.6,53.1,3.84,0,0.0352
2026-05-15,2026-05-11 17:17:10,S0571,Olmazor,41.356683,69.265754,30.8,6.1,50.02,219.5,0.5331,89.4,56.2,4.01,0,0.0352
2026-05-16,2026-05-11 17:17:10,S0571,Olmazor,41.356683,69.265754,33.1,7.0,50.13,218.7,0.6185,89.2,59.5,4.05,0,0.0352
2026-05-17,2026-05-11 17:17:10,S0571,Olmazor,41.356683,69.265754,31.6,6.4,50.21,218.4,0.6561,86.5,56.8,3.78,0,0.0352
2026-05-18,2026-05-11 17:17:10,S0571,Olmazor,41.356683,69.265754,31.9,7.6,50.17,220.3,0.644,88.9,58.9,3.61,0,0.0352
2026-05-12,2026-05-11 17:17:10,S0572,Olmazor,41.361161,69.266864,22.7,15.9,49.79,208.6,0.0925,95.9,40.8,3.68,1,0.3687
2026-05-13,2026-05-11 17:17:10,S0572,Olmazor,41.361161,69.266864,20.7,15.8,49.87,207.5,0.2254,100.0,42.3,3.56,1,0.3687
2026-05-14,2026-05-11 17:17:10,S0572,Olmazor,41.361161,69.266864,18.7,17.4,49.93,206.2,0.0711,98.3,44.9,3.89,1,0.3687
2026-05-15,2026-05-11 17:17:10,S0572,Olmazor,41.361161,69.266864,19.9,17.2,49.99,206.9,0.0661,97.8,41.0,3.83,1,0.3687
2026-05-16,2026-05-11 17:17:10,S0572,Olmazor,41.361161,69.266864,19.7,15.7,49.98,204.3,0.1316,99.1,34.7,3.62,1,0.3687
2026-05-17,2026-05-11 17:17:10,S0572,Olmazor,41.361161,69.266864,16.8,15.5,49.87,201.4,0.159,100.0,39.9,3.83,1,0.3687
2026-05-18,2026-05-11 17:17:10,S0572,Olmazor,41.361161,69.266864,18.9,16.3,50.07,207.0,0.1271,100.0,39.6,3.74,1,0.3687
2026-05-12,2026-05-11 17:17:10,S0573,Olmazor,41.331714,69.253724,36.5,6.9,49.87,217.0,0.8845,89.1,95.0,3.82,1,0.3844
2026-05-13,2026-05-11 17:17:10,S0573,Olmazor,41.331714,69.253724,35.8,8.3,49.8,219.6,0.733,92.7,95.0,3.75,1,0.3844
2026-05-14,2026-05-11 17:17:10,S0573,Olmazor,41.331714,69.253724,34.2,9.1,49.7,214.1,0.7839,90.4,84.9,3.69,0,0.0344
2026-05-15,2026-05-11 17:17:10,S0573,Olmazor,41.331714,69.253724,27.4,7.8,49.93,222.5,0.7397,88.8,76.1,4.02,0,0.0344
2026-05-16,2026-05-11 17:17:10,S0573,Olmazor,41.331714,69.253724,32.0,8.5,49.96,216.3,0.7452,88.8,90.8,3.68,1,0.3844
2026-05-17,2026-05-11 17:17:10,S0573,Olmazor,41.331714,69.253724,30.1,7.3,49.88,220.1,0.6048,87.8,91.0,3.73,1,0.3844
2026-05-18,2026-05-11 17:17:10,S0573,Olmazor,41.331714,69.253724,30.8,11.1,49.88,221.1,0.7238,85.7,82.2,3.73,0,0.0344
2026-05-12,2026-05-11 17:17:10,S0574,Olmazor,41.392929,69.222111,31.8,6.3,50.05,212.4,0.473,90.1,55.8,2.2,0,0.0372
2026-05-13,2026-05-11 17:17:10,S0574,Olmazor,41.392929,69.222111,32.7,9.4,49.98,211.4,0.5118,96.9,54.4,3.04,0,0.0372
2026-05-14,2026-05-11 17:17:10,S0574,Olmazor,41.392929,69.222111,30.8,7.1,50.01,217.6,0.5643,98.3,55.9,3.05,0,0.0372
2026-05-15,2026-05-11 17:17:10,S0574,Olmazor,41.392929,69.222111,29.9,6.1,49.73,213.3,0.533,97.5,55.1,3.56,0,0.0372
2026-05-16,2026-05-11 17:17:10,S0574,Olmazor,41.392929,69.222111,31.7,7.2,49.76,218.2,0.6546,92.7,49.1,3.29,0,0.0372
2026-05-17,2026-05-11 17:17:10,S0574,Olmazor,41.392929,69.222111,31.9,6.5,49.7,217.3,0.5974,93.4,50.6,3.19,0,0.0372
2026-05-18,2026-05-11 17:17:10,S0574,Olmazor,41.392929,69.222111,29.5,5.7,49.73,213.5,0.5812,94.4,45.3,3.37,0,0.0372
2026-05-12,2026-05-11 17:17:10,S0575,Olmazor,41.388435,69.279169,33.6,7.2,50.11,206.8,0.4876,78.6,43.9,2.91,1,0.3861
2026-05-13,2026-05-11 17:17:10,S0575,Olmazor,41.388435,69.279169,26.6,6.5,49.98,205.0,0.5423,77.4,53.9,2.96,1,0.3861
2026-05-14,2026-05-11 17:17:10,S0575,Olmazor,41.388435,69.279169,25.6,5.6,49.93,206.2,0.5593,76.5,43.1,2.67,1,0.3861
2026-05-15,2026-05-11 17:17:10,S0575,Olmazor,41.388435,69.279169,34.8,4.2,49.97,203.1,0.5946,76.7,40.2,2.8,1,0.3861
2026-05-16,2026-05-11 17:17:10,S0575,Olmazor,41.388435,69.279169,27.7,4.2,49.89,202.1,0.463,77.1,35.8,2.2,1,0.3861
2026-05-17,2026-05-11 17:17:10,S0575,Olmazor,41.388435,69.279169,26.5,4.7,50.08,202.6,0.6233,78.5,41.6,2.79,1,0.3861
2026-05-18,2026-05-11 17:17:10,S0575,Olmazor,41.388435,69.279169,21.3,0.8,49.91,198.6,0.6614,76.7,33.2,2.36,2,0.7361
2026-05-12,2026-05-11 17:17:10,S0576,Olmazor,41.331872,69.267708,39.6,9.3,50.15,226.3,0.6895,85.8,55.4,2.93,0,0.0208
2026-05-13,2026-05-11 17:17:10,S0576,Olmazor,41.331872,69.267708,38.3,7.9,50.26,224.7,0.708,81.8,56.2,2.15,1,0.3708
2026-05-14,2026-05-11 17:17:10,S0576,Olmazor,41.331872,69.267708,38.9,7.6,50.55,225.1,0.6996,82.3,58.6,2.89,1,0.3708
2026-05-15,2026-05-11 17:17:10,S0576,Olmazor,41.331872,69.267708,40.1,7.4,50.25,226.0,0.792,86.8,51.8,3.03,1,0.3708
2026-05-16,2026-05-11 17:17:10,S0576,Olmazor,41.331872,69.267708,41.7,7.6,50.38,228.8,0.8649,82.1,56.0,2.58,1,0.3708
2026-05-17,2026-05-11 17:17:10,S0576,Olmazor,41.331872,69.267708,42.5,5.9,49.97,230.9,0.9501,82.7,43.1,2.83,1,0.3708
2026-05-18,2026-05-11 17:17:10,S0576,Olmazor,41.331872,69.267708,40.8,7.1,50.2,234.9,0.9573,82.9,49.2,2.55,1,0.3708
2026-05-12,2026-05-11 17:17:10,S0577,Olmazor,41.366281,69.278034,33.4,16.6,50.02,221.1,0.6469,89.8,66.3,4.21,0,0.0193
2026-05-13,2026-05-11 17:17:10,S0577,Olmazor,41.366281,69.278034,38.1,18.7,50.05,210.1,0.5571,87.9,68.2,4.37,0,0.0193
2026-05-14,2026-05-11 17:17:10,S0577,Olmazor,41.366281,69.278034,34.5,16.1,50.05,209.2,0.6585,87.7,66.4,4.43,1,0.3693
2026-05-15,2026-05-11 17:17:10,S0577,Olmazor,41.366281,69.278034,30.7,17.4,49.94,209.1,0.6622,91.6,65.2,4.65,1,0.3693
2026-05-16,2026-05-11 17:17:10,S0577,Olmazor,41.366281,69.278034,31.8,18.1,50.03,208.0,0.6524,90.7,65.9,4.8,1,0.3693
2026-05-17,2026-05-11 17:17:10,S0577,Olmazor,41.366281,69.278034,33.6,20.2,49.91,208.9,0.6221,90.0,68.0,4.84,1,0.3693
2026-05-18,2026-05-11 17:17:10,S0577,Olmazor,41.366281,69.278034,33.5,19.4,49.91,210.2,0.6414,90.0,69.9,4.68,0,0.0193
2026-05-12,2026-05-11 17:17:10,S0578,Olmazor,41.362343,69.221774,24.3,11.9,50.52,218.4,0.1837,77.6,77.3,2.01,1,0.3759
2026-05-13,2026-05-11 17:17:10,S0578,Olmazor,41.362343,69.221774,18.2,12.0,50.33,214.8,0.1449,80.5,69.6,2.07,1,0.3759
2026-05-14,2026-05-11 17:17:10,S0578,Olmazor,41.362343,69.221774,17.0,12.7,50.44,215.4,0.1928,76.8,78.5,2.57,1,0.3759
2026-05-15,2026-05-11 17:17:10,S0578,Olmazor,41.362343,69.221774,15.8,12.7,50.6,214.7,0.1471,77.8,66.0,2.08,1,0.3759
2026-05-16,2026-05-11 17:17:10,S0578,Olmazor,41.362343,69.221774,18.9,13.0,50.24,212.1,0.1221,81.8,69.2,2.75,1,0.3759
2026-05-17,2026-05-11 17:17:10,S0578,Olmazor,41.362343,69.221774,16.1,15.4,50.43,205.8,0.01,77.0,64.2,3.0,1,0.3759
2026-05-18,2026-05-11 17:17:10,S0578,Olmazor,41.362343,69.221774,14.4,14.0,50.51,211.4,0.0776,79.1,73.3,3.1,1,0.3759
2026-05-12,2026-05-11 17:17:10,S0579,Olmazor,41.337039,69.250217,34.3,8.9,49.96,202.0,0.7123,82.7,56.2,4.14,1,0.3807
2026-05-13,2026-05-11 17:17:10,S0579,Olmazor,41.337039,69.250217,31.3,8.9,49.85,206.2,0.6927,82.1,42.9,4.32,1,0.3807
2026-05-14,2026-05-11 17:17:10,S0579,Olmazor,41.337039,69.250217,33.4,10.1,50.13,204.7,0.7071,84.9,54.8,4.36,1,0.3807
2026-05-15,2026-05-11 17:17:10,S0579,Olmazor,41.337039,69.250217,31.5,8.7,49.84,204.5,0.7517,81.6,51.1,4.42,1,0.3807
2026-05-16,2026-05-11 17:17:10,S0579,Olmazor,41.337039,69.250217,31.1,8.3,49.92,200.9,0.7263,83.1,49.5,4.14,1,0.3807
2026-05-17,2026-05-11 17:17:10,S0579,Olmazor,41.337039,69.250217,31.1,8.3,50.0,201.6,0.7487,83.5,47.3,4.5,1,0.3807
2026-05-18,2026-05-11 17:17:10,S0579,Olmazor,41.337039,69.250217,30.4,8.7,49.83,204.7,0.6804,84.8,50.6,4.38,1,0.3807
2026-05-12,2026-05-11 17:17:10,S0580,Olmazor,41.351675,69.282425,24.5,8.9,50.02,238.3,0.3805,81.2,71.6,4.41,1,0.3832
2026-05-13,2026-05-11 17:17:10,S0580,Olmazor,41.351675,69.282425,23.6,9.0,50.01,232.3,0.261,80.5,81.0,4.31,1,0.3832
2026-05-14,2026-05-11 17:17:10,S0580,Olmazor,41.351675,69.282425,22.9,8.3,50.06,232.3,0.365,78.5,76.3,4.45,1,0.3832
2026-05-15,2026-05-11 17:17:10,S0580,Olmazor,41.351675,69.282425,24.9,6.5,50.22,233.5,0.3839,77.1,70.4,4.1,1,0.3832
2026-05-16,2026-05-11 17:17:10,S0580,Olmazor,41.351675,69.282425,21.0,8.4,50.16,233.4,0.3869,75.2,67.7,4.39,1,0.3832
2026-05-17,2026-05-11 17:17:10,S0580,Olmazor,41.351675,69.282425,20.4,6.3,50.32,232.2,0.3201,74.0,60.0,4.31,2,0.7332
